date,close
2000-01-03,1.7061262130737305
2000-01-04,1.6117448806762695
2000-01-05,1.5954824686050415
2000-01-06,1.5899640321731567
2000-01-07,1.597224473953247
2000-01-10,1.6300405263900757
2000-01-11,1.5899640321731567
2000-01-12,1.592287540435791
2000-01-13,1.5464036464691162
2000-01-14,1.5681838989257812
2000-01-17,1.5501787662506104
2000-01-18,1.5574395656585693
2000-01-19,1.5464036464691162
2000-01-20,1.5429189205169678
2000-01-21,1.510103464126587
2000-01-24,1.49935781955719
2000-01-25,1.49935781955719
2000-01-26,1.5173633098602295
2000-01-27,1.5066182613372803
2000-01-28,1.5066182613372803
2000-01-31,1.4813530445098877
2000-02-01,1.510103464126587
2000-02-02,1.5391432046890259
2000-02-03,1.5827046632766724
2000-02-04,1.6227800846099854
2000-02-07,1.633525013923645
2000-02-08,1.6698261499404907
2000-02-09,1.633525013923645
2000-02-10,1.586479663848877
2000-02-11,1.5356577634811401
2000-02-14,1.5138778686523438
2000-02-15,1.5429189205169678
2000-02-16,1.6663408279418945
2000-02-17,1.651820182800293
2000-02-18,1.6155195236206055
2000-02-21,1.6117448806762695
2000-02-22,1.6044844388961792
2000-02-23,1.6155195236206055
2000-02-24,1.6590811014175415
2000-02-25,1.7026407718658447
2000-02-28,1.6698261499404907
2000-02-29,1.6770861148834229
2000-03-01,1.7061262130737305
2000-03-02,1.6953811645507812
2000-03-03,1.753462314605713
2000-03-06,1.753462314605713
2000-03-07,1.753462314605713
2000-03-08,1.7949899435043335
2000-03-09,1.8582980632781982
2000-03-10,1.8042824268341064
2000-03-13,1.8042824268341064
2000-03-14,1.6881211996078491
2000-03-15,1.7099014520645142
2000-03-16,1.7206465005874634
2000-03-17,1.7026407718658447
2000-03-20,1.651820182800293
2000-03-21,1.684346079826355
2000-03-22,1.6884115934371948
2000-03-23,1.6881211996078491
2000-03-24,1.6881211996078491
2000-03-27,1.8150273561477661
2000-03-28,1.7389416694641113
2000-03-29,1.7316820621490479
2000-03-30,1.691605806350708
2000-03-31,1.7133866548538208
2000-04-03,1.6988658905029297
2000-04-04,1.6898629665374756
2000-04-05,1.760722279548645
2000-04-06,1.7859878540039062
2000-04-07,1.7970229387283325
2000-04-10,1.7569472789764404
2000-04-11,1.7133866548538208
2000-04-12,1.7531723976135254
2000-04-13,1.7133866548538208
2000-04-14,1.7133866548538208
2000-04-17,1.5246232748031616
2000-04-18,1.5719586610794067
2000-04-19,1.477577805519104
2000-04-20,1.481062650680542
2000-04-21,1.481062650680542
2000-04-24,1.4520223140716553
2000-04-25,1.5827046632766724
2000-04-26,1.5591814517974854
2000-04-27,1.5609233379364014
2000-04-28,1.5612139701843262
2000-05-01,1.5612139701843262
2000-05-02,1.59896719455719
2000-05-03,1.5937399864196777
2000-05-04,1.5899640321731567
2000-05-05,1.5937399864196777
2000-05-08,1.5954824686050415
2000-05-09,1.5969337224960327
2000-05-10,1.5681838989257812
2000-05-11,1.5426284074783325
2000-05-12,1.5408859252929688
2000-05-15,1.5681838989257812
2000-05-16,1.619004726409912
2000-05-17,1.6009998321533203
2000-05-18,1.6082597970962524
2000-05-19,1.5719586610794067
2000-05-22,1.526365876197815
2000-05-23,1.5464036464691162
2000-05-24,1.5211385488510132
2000-05-25,1.5429189205169678
2000-05-26,1.5249133110046387
2000-05-29,1.5391432046890259
2000-05-30,1.5437901020050049
2000-05-31,1.5211385488510132
2000-06-01,1.597224473953247
2000-06-02,1.6881211996078491
2000-06-05,1.6814414262771606
2000-06-06,1.6814414262771606
2000-06-07,1.8132855892181396
2000-06-08,1.8225785493850708
2000-06-09,1.822288155555725
2000-06-12,1.8115429878234863
2000-06-13,1.809800386428833
2000-06-14,1.7897624969482422
2000-06-15,1.7912147045135498
2000-06-16,1.8260629177093506
2000-06-19,1.8368079662322998
2000-06-20,1.8478431701660156
2000-06-21,1.8696236610412598
2000-06-22,1.8696236610412598
2000-06-23,1.869841456413269
2000-06-26,1.9057793617248535
2000-06-27,1.9239294528961182
2000-06-28,1.9929003715515137
2000-06-29,1.931189775466919
2000-06-30,1.9783804416656494
2000-07-03,2.0328309535980225
2000-07-04,2.07639217376709
2000-07-05,2.025570869445801
2000-07-06,2.025570869445801
2000-07-07,1.947525143623352
2000-07-10,1.9547845125198364
2000-07-11,1.8604037761688232
2000-07-12,1.8331778049468994
2000-07-13,1.7583987712860107
2000-07-14,1.7968778610229492
2000-07-17,1.7968778610229492
2000-07-18,1.778727650642395
2000-07-19,1.8041378259658813
2000-07-20,1.9021494388580322
2000-07-21,1.8694785833358765
2000-07-24,1.851328730583191
2000-07-25,1.7533172369003296
2000-07-26,1.7696523666381836
2000-07-27,1.7420637607574463
2000-07-28,1.6770861148834229
